"Country Name,""Country Code"",""Indicator Name"",""Indicator Code"",""1960"",""1961"",""1962"",""1963"",""1964"",""1965"",""1966"",""1967"",""1968"",""1969"",""1970"",""1971"",""1972"",""1973"",""1974"",""1975"",""1976"",""1977"",""1978"",""1979"",""1980"",""1981"",""1982"",""1983"",""1984"",""1985"",""1986"",""1987"",""1988"",""1989"",""1990"",""1991"",""1992"",""1993"",""1994"",""1995"",""1996"",""1997"",""1998"",""1999"",""2000"",""2001"",""2002"",""2003"",""2004"",""2005"",""2006"",""2007"",""2008"",""2009"",""2010"",""2011"",""2012"",""2013"",""2014"",""2015"",""2016"",""2017"",""2018"",""2019"",""2020"",""2021"",""2022"","
"Kazajstán,""KAZ"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""6676232231700"",""5941846686100"",""5626928811800"",""5109251361000"",""4465485689600"",""4099315863000"",""4119812442400"",""4189849253900"",""4110242118100"",""4221218655200"",""4634898083500"",""5260609324700"",""5776149038500"",""6313330899100"",""6919410665500"",""7590593500000"",""8402787004500"",""9150635047900"",""9452606004500"",""9566037276500"",""10264357997700"",""11023920489600"",""11553068673100"",""12246252793400"",""12760595410800"",""12913722555700"",""13055773503800"",""13591060217500"",""14148293686400"",""14784966902300"",""14415342729742.5"",""15035202467121.4"","""","
"Kenya,""KEN"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""634134922740"",""584833247700"",""640143025970"",""696336958660"",""730906379190"",""745590976650"",""855405838730"",""884158013790"",""954737606870"",""1030727316000"",""982742352950"",""1200654580200"",""1405755550600"",""1488647054200"",""1549169747100"",""1562836571800"",""1596499516800"",""1747429353700"",""1868220295000"",""2010489493500"",""2122915587600"",""2203024745500"",""2236212834300"",""2265485983800"",""2305250178400"",""2404388887400"",""2576965231600"",""2729962426200"",""2899307013800"",""3035294624600"",""3162535722400"",""3208023953500"",""3182375995800"",""3193616060500"",""3277697089700"",""3422119520500"",""3564029316600"",""3580954960300"",""3698776031800"",""3784047192600"",""3806739949200"",""3950631159900"",""3972235562900"",""4088720399400"",""4297420945600"",""4551255250900"",""4845834987600"",""5177810047700"",""5189837207000"",""5361462000000"",""5793514000000"",""6090206000000"",""6368448000000"",""6610312000000"",""6942157000000"",""7287024000000"",""7594064000000"",""7885521000000"",""8330891000000"",""8756946000000"",""8735040000000"",""9391684000000"","""","
"Kirguistán,""KGZ"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""174147365440"",""179894173420"",""203640258380"",""209321314400"",""221258483270"",""203681874800"",""175496707300"",""148366095300"",""118566529400"",""112135692000"",""120079947800"",""131986179500"",""134786708800"",""139714227000"",""147319342700"",""155159120400"",""155132239700"",""166038491000"",""177705704300"",""177393803400"",""182898153500"",""198522913700"",""215202046700"",""221413411700"",""220369300000"",""233495100000"",""233289273600"",""258753893000"",""269166249600"",""279598663600"",""291721658800"",""305549082300"",""317031342200"",""331616767500"",""303766383300"",""314734210900"","""","
"Camboya,""KHM"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""13751604688700"",""8964858287200"",""9852690239700"",""10433753199300"",""10851794153700"",""11359835233100"",""12803145595700"",""14082638234500"",""15230145970700"",""16232128060300"",""17612815919800"",""19434074218400"",""22009105943200"",""24379725159400"",""26869522611000"",""28667517533600"",""28692371399600"",""30403320051300"",""32552704028200"",""34933395745100"",""37503328695200"",""40182030612400"",""42981029622600"",""45961039355200"",""49176889018100"",""52849994069600"",""56578089165000"",""54826427716400"",""56485688892800"","""","
"Kiribati,""KIR"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""",""106039285.950413"",""103610922.31405"",""116126320.661157"",""140408198.347107"",""204016978.512397"",""214920502.479339"",""157390082.644628"",""150130261.157025"",""151721031.404959"",""134144158.677686"",""112000000"",""112000000"",""113000000"",""110000000"",""112000000"",""107000000"",""108000000"",""109000000"",""119000000"",""115000000"",""114000000"",""114000000"",""115000000"",""116000000"",""118000000"",""118000000"",""120000000"",""122000000"",""130000000"",""128000000"",""136000000"",""134000000"",""139075200"",""141865500"",""139554000"",""146464200"",""146392000"",""149371000"",""146247000"",""147421100"",""145769600"",""148338900"",""155957800"",""162448100"",""160667200"",""176517300"",""175673200"",""175243400"",""184486000"",""183490500"",""182486800"",""185224100"","""","
"Saint Kitts y Nevis,""KNA"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""440420000"",""457640000"",""492410000"",""533970000"",""542230000"",""545200000"",""551670000"",""600580000"",""651930000"",""722710000"",""770050000"",""841090000"",""887180000"",""930450000"",""913100000"",""952080000"",""1016840000"",""1070750000"",""1128390000"",""1194320000"",""1275820000"",""1269610000"",""1310490000"",""1442100000"",""1517860000"",""1538620000"",""1478100000"",""1537170000"",""1686780000"",""1739920000"",""1750370000"",""1946035600"",""1880273100"",""1881094700"",""1911507100"",""1901626300"",""2010125500"",""2162440000"",""2177860000"",""2263460000"",""2263620000"",""2310080000"",""2403580000"",""2054290000"",""2036220000"","""","
"Corea, República de,""KOR"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""29070100000000"",""31086400000000"",""32297300000000"",""35210700000000"",""38546500000000"",""41367500000000"",""46329100000000"",""50535600000000"",""57189000000000"",""65516500000000"",""72102700000000"",""79706300000000"",""85456600000000"",""98188200000000"",""107527700000000"",""115957800000000"",""131289100000000"",""147484900000000"",""163638900000000"",""177828400000000"",""174901900000000"",""187575600000000"",""203215800000000"",""230398300000000"",""254709100000000"",""274675400000000"",""305788600000000"",""344696200000000"",""386017400000000"",""413320000000000"",""454145900000000"",""503094000000000"",""534279000000000"",""571023900000000"",""623950200000000"",""683940300000000"",""737908000000000"",""783441000000000"",""743254800000000"",""828483400000000"",""903550900000000"",""947394800000000"",""1.0205824E+15"",""1.0527031E+15"",""1.1074162E+15"",""1.1551297E+15"",""1.2159395E+15"",""1.2864585E+15"",""1.3252193E+15"",""1.3357243E+15"",""1.426618E+15"",""1.4791984E+15"",""1.5147366E+15"",""1.5626736E+15"",""1.6127175E+15"",""1.6580204E+15"",""1.7068803E+15"",""1.7608115E+15"",""1.8120054E+15"",""1.8526664E+15"",""1.8395233E+15"",""1.9157775E+15"","""","
"Kuwait,""KWT"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""12627968100"",""16920273500"",""18347695800"",""19239080300"",""19355501200"",""19834225700"",""20560565900"",""20192735500"",""21140700000"",""21185800000"",""21824400000"",""25605700000"",""28227800000"",""31222500000"",""33568800000"",""35580100000"",""36462400000"",""33882300000"",""33079200000"",""36264200000"",""38667000000"",""39111400000"",""39307300000"",""39540400000"",""40697300000"",""38779600000"",""39723488199.9194"",""39504230717.3478"",""36006020900.7473"","""","""","
"América Latina y el Caribe (excluido altos ingresos),""LAC"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"República Democrática Popular Lao,""LAO"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""14880817849000"",""15635269949000"",""16399073722000"",""16165256978000"",""15840302812000"",""18088142625000"",""19300876381000"",""20130150817700"",""21249358571600"",""22505738915000"",""24341986323500"",""26053533290300"",""27858606418500"",""29773075279000"",""30954354222800"",""33215995753300"",""35142119044500"",""37163287406300"",""39362887131600"",""41751034400700"",""44405438027700"",""47561584895100"",""51661044510300"",""55585645618300"",""59935168337900"",""64431369760100"",""69925371783000"",""75546429556400"",""81609860356000"",""88160112762500"",""94870828315300"",""101768000000000"",""108915000000000"",""116422000000000"",""123696000000000"",""130447000000000"",""131103189930900"",""134417938745900"","""","
"Líbano,""LBN"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""17445881445000"",""10039909689000"",""12703815000000"",""18985518573800"",""22106423751300"",""24486328336000"",""26471004499200"",""28178083199600"",""31358243555900"",""31689062573300"",""32850696076900"",""32678037866000"",""33116535181900"",""34388100609300"",""35565256815900"",""36712982602800"",""39165205942900"",""40217096940800"",""40840266891300"",""44642749979600"",""48691458238200"",""53673643997900"",""57954189866300"",""58456849665500"",""59956145881800"",""62251191300700"",""63797548309000"",""64092497639500"",""65088847183100"",""65597851081050"",""64481260985695.7"",""59866177823108.3"",""47054875680362.1"",""43760451203242.1"","""","
"Liberia,""LBR"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2364414500"",""2433461900"",""2525033500"",""1763858800"",""1810069200"",""1905662800"",""2058952600"",""2255279400"",""2416434700"",""2544518800"",""2699730000"",""2921128600"",""3154638200"",""3428690700"",""3452739300"",""3452098300"",""3398419600"",""3481856100"",""3522161200"",""3435259000"",""3332802700"",""3499000000"","""","
"Libia,""LBY"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""83356200000"",""86423100000"",""84899600000"",""84085500000"",""95030100000"",""99270000000"",""111054100000"",""118273200000"",""125641600000"",""125438000000"",""119918500000"",""125947100000"",""62547200000"",""116854900000"",""95823400000"",""73743000000"",""73121600000"",""72031400000"",""95435700000"",""103014600000"",""91481400000"",""69590100000"",""91422200000"","""","
"Santa Lucía,""LCA"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1351757775.3"",""1491150235.6"",""1547705603.6"",""1513338365.9"",""1608833848.3"",""1642399626.3"",""1723951074.1"",""1849206008.9"",""2002463858.6"",""2290859089.9"",""2380746247"",""2711661972.2"",""2955196447.9"",""3247486108.2"",""3259686200"",""3518931500"",""3539453900"",""3596034200"",""3658901000"",""3765835600"",""3739695800"",""3974790700"",""4080941600"",""4082931000"",""3943782100"",""3960206000"",""4129093400"",""4429171500"",""4410998400"",""4684271100"",""4763511100"",""4999272600"",""4857848200"",""4935761400"",""5206409500"",""5196004400"",""5031063600"",""5102311368.70794"",""5032815990.03224"",""5221698655.10786"",""5398560539.21746"",""5554083382.14922"",""5517973092.23242"",""4173539983.81542"",""4683958173.23848"","""","
"América Latina y el Caribe,""LCN"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Países menos desarrollados: clasificación de las Naciones Unidas,""LDC"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Países de ingreso bajo,""LIC"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Liechtenstein,""LIE"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""",""1149285370.2"",""1168469494.5"",""1187973815.9"",""1207803779.5"",""1227964712"",""1248462295.3"",""1307872521.5"",""1370109951.6"",""1435309056.5"",""1503610699.2"",""1575162608.4"",""1651003856.1"",""1624751130.2"",""1633502038.8"",""1703509189.5"",""1823104980.4"",""1896029179.6"",""2071047234.1"",""2187725858.1"",""2285998182.2"",""2337498771.6"",""2379601100"",""2465464100"",""2572270500"",""2748886300"",""2910398500"",""3111370300"",""3336171000"",""3595100000"",""3969383100"",""4097204900"",""4067168600"",""4026744200"",""3948723400"",""4068731900"",""4265173400"",""4633896300"",""4788018000"",""4874110800"",""4817693800"","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Sri Lanka,""LKA"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""",""887220287787.488"",""921094531898.155"",""944276165581.594"",""981163689226.666"",""1006055356131.7"",""1056597458857.24"",""1124632027258.05"",""1189872990184.22"",""1281693343042.22"",""1330995341845.61"",""1348390191796.05"",""1342855320935.52"",""1437625978050.21"",""1492914641225.31"",""1584374073037.08"",""1637214638769.71"",""1720722249234.46"",""1818009077981.22"",""1934426324207.89"",""2047513400056.83"",""2164211933392.81"",""2253842677602.57"",""2362342460571.1"",""2482801764835.45"",""2606927114389.14"",""2720473047936.99"",""2767417821749.62"",""2835847348159"",""2901052026276.82"",""3086719219924.33"",""3228707910300"",""3370770775900"",""3603356091500"",""3805141104000"",""4014427108000"",""4166974021600"",""4433885362900"",""4642208054700"",""4841848092100"",""5132360583100"",""5053044665200"",""5253381498400"",""5565446495100"",""5868488467200"",""6234784731300"",""6712886223900"",""7169149428100"",""7595720138300"",""7864525993800"",""8494943831300"",""9231411543600"",""10028283731700"",""10434604349800"",""11100121213200"",""11566987369100"",""12151539521800"",""12936611759800"",""13235458391200"",""13206276338100"",""12747715224900"",""13171801602600"","""","
"Países de ingreso mediano bajo,""LMC"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Ingreso mediano y bajo,""LMY"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Lesotho,""LSO"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""1781630814.6"",""1814854579.9"",""2093104714.4"",""2315289244.9"",""2506326495.4"",""2560315414"",""2549932787.4"",""2828183021.8"",""2817800195.2"",""2861406687.1"",""2923701547.1"",""3073211391"",""3066981735"",""3876814614.3"",""4302492307.4"",""3721075114.5"",""4132221510.1"",""5033419144.1"",""5955384231.4"",""6127728214"",""5959535602.1"",""6000932809.6"",""6268406620.2"",""6392907540.7"",""6746748441.2"",""6922855397.2"",""7247181206.2"",""7300065932.6"",""7928011696.8"",""8387459351.3"",""8894520969.4"",""9514167300"",""10176007500"",""10533161600"",""11163031300"",""11530399800"",""12175760400"",""12626702300"",""12820857500"",""12881888000"",""13381131600"",""13857711600"",""13958018700"",""14594473200"",""14841466300"",""15355889700"",""16005458400"",""16675753300"",""17596593100"",""17375665300"",""18290716600"",""19134696400"",""20346845300"",""20711568900"",""21065849400"",""21724696000"",""22507958200"",""21801619100"",""21817215700"",""22019571100"",""20179528600"",""20451472600"","""","
"avanzada del dividendo demográfico,""LTE"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Lituania,""LTU"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""16145212000"",""16978057000"",""18389090000"",""19763814000"",""19538196000"",""20260235000"",""21582440000"",""23039560000"",""25473910000"",""27147416000"",""29246554000"",""31414929000"",""34904336000"",""35816883000"",""30502156000"",""31005820000"",""32878264000"",""34142060000"",""35354128000"",""36604607000"",""37345698000"",""38286372000"",""39926023000"",""41520393000"",""43440754000"",""43431300000"",""46028940000"","""","
"Luxemburgo,""LUX"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""7221702196.0866"",""7498292171.29908"",""7600169792.73302"",""7861547881.15866"",""8479923780.01557"",""8417601970.52186"",""8510692576.87588"",""8529137869.96825"",""8885986117.55278"",""9772172889.92039"",""10856342000"",""11145906000"",""11881335000"",""12868991000"",""13411094000"",""12529801000"",""12847348000"",""13049022000"",""13580766000"",""13899318000"",""14016195000"",""13938972000"",""14096664000"",""14518024000"",""15416245000"",""15846621000"",""17428738000"",""18117343000"",""19650665000"",""21576050000"",""22723881000"",""24688176000"",""25137415000"",""26193350000"",""27194177000"",""27583652000"",""27969292000"",""29485181000"",""31453173000"",""34024527000"",""36385193000"",""37503803000"",""38713457000"",""39727509000"",""41408734000"",""42436861000"",""44990166000"",""48633770000"",""48487783000"",""46917286000"",""48681570000"",""49189951000"",""50001537000"",""51587481000"",""52940665000"",""54142304000"",""56837611000"",""57586269000"",""58288431000"",""59640679000"",""59165083000"",""62183955000"","""","
"Letonia,""LVA"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""11131271000"",""11419350000"",""12428468000"",""13215928000"",""13580182000"",""14350958000"",""15258442000"",""16339980000"",""17716274000"",""19183916000"",""21240502000"",""23783380000"",""26147905000"",""25298328000"",""21690751000"",""20724305000"",""21257689000"",""22754708000"",""23211615000"",""23653140000"",""24572126000"",""25154145000"",""25987370000"",""27024748000"",""27719204000"",""27108554000"",""28211350000"","""","
"Región Administrativa Especial de Macao, China,""MAC"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""51019000000"",""56133000000"",""60881000000"",""61327000000"",""65433000000"",""74785000000"",""80627000000"",""84678000000"",""91435000000"",""94781000000"",""107386000000"",""112955000000"",""117759000000"",""121641000000"",""121131000000"",""120792000000"",""115271000000"",""112552000000"",""119020000000"",""122458000000"",""133370000000"",""148895000000"",""188547000000"",""203773000000"",""231059000000"",""264508000000"",""273479000000"",""276964000000"",""346545000000"",""421456000000"",""460408000000"",""509915000000"",""499470000000"",""392012000000"",""389350000000"",""428220000000"",""455903000000"",""444451000000"",""203399000000"",""242588000000"","""","
"Isla de San Martín (parte francesa),""MAF"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Marruecos,""MAR"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""",""95132719300"",""104673428800"",""115027451500"",""124646237200"",""130521388200"",""137826531500"",""141185691200"",""146210928800"",""154392965400"",""166062327800"",""184018284200"",""195168260600"",""199525710900"",""209090548900"",""216705971300"",""212927843700"",""232000582800"",""235217432300"",""250314595800"",""265352625800"",""289953748400"",""289011386900"",""323332171100"",""332534859700"",""343880324700"",""368695032100"",""360960773500"",""358287528000"",""396223012900"",""374805384500"",""421179591000"",""414606231200"",""444617721700"",""449425517900"",""458022457200"",""491549552000"",""506893023800"",""537109738900"",""562874991700"",""581402808300"",""625441929400"",""647530000000"",""685885000000"",""714992294900"",""742274384000"",""781211851300"",""804726025400"",""841223764300"",""1001454000000"",""1044963000000"",""1050409195732.57"",""1103537823080.65"",""1137368334717.25"",""1170249366209.59"",""1086142612958.19"",""1172270115541.85"","""","
"Mónaco,""MCO"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""",""1573329168.7"",""1655583762"",""1732540421.3"",""1846086919.2"",""1928692128.5"",""1909932945.7"",""1994192097.3"",""2065050450.4"",""2146693279.4"",""2222561819.1"",""2260022152.5"",""2280868107.9"",""2336347703.7"",""2364266436.1"",""2399364340.9"",""2440362271.8"",""2500208854.3"",""2562328397.7"",""2680159669.2"",""2791752386.8"",""2865551081.7"",""2894640100"",""2934199400"",""2907383200"",""2971799900"",""3034717400"",""3068425000"",""3137073300"",""3246973300"",""3354141000"",""3485295600"",""3561544600"",""3598103700"",""3637234400"",""3727091700"",""3797735500"",""4018153700"",""4597929000"",""4628589600"",""4105559000"",""4191775700"",""4485200000"",""4530600000"",""4964400000"",""5321300000"",""5580100000"",""5772700000"",""5570600000"",""5902400000"",""6310000000"",""5491900000"",""6675600000"","""","
"República de Moldova,""MDA"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""59301254000"",""55816083600"",""56735410500"",""53023671000"",""51237698800"",""52317644000"",""55509020500"",""59838723900"",""63788079700"",""68508397400"",""73646527300"",""77181560500"",""79497007500"",""85697774200"",""80555907500"",""86275377000"",""91295021839.8375"",""90756624089.5047"",""98964531168.1386"",""103912387523.073"",""103560918878.622"",""108126802466.504"",""113198807679.203"",""118068029212.744"",""122416951603.364"",""113382357588.023"",""129193062033.199"","""","
"Madagascar,""MDG"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""6888730396300"",""7029855183300"",""7189508094400"",""7122688689500"",""7404926571200"",""7371437504700"",""7523624695200"",""7939573222700"",""8481749695200"",""8797374445100"",""9261563999500"",""9625484656600"",""9502988666400"",""9254154967500"",""9439874695300"",""9558693608400"",""9265350837500"",""9484383764500"",""9231927871800"",""10141702079000"",""10238322844000"",""9234967205200"",""9059502828300"",""9141038353700"",""9301937260200"",""9409499666500"",""9593947020200"",""9706667576000"",""10037366869000"",""10446377590000"",""10773234826000"",""10093836760100"",""10213033358500"",""10427499214100"",""10423109101300"",""10598070609900"",""10826374721400"",""11226246072300"",""11665986505600"",""12214197698400"",""12758567260200"",""13521559662500"",""11843808447000"",""13002712326600"",""13686265384500"",""14337162965700"",""15111155919900"",""15974088179600"",""17046370021100"",""16368144628900"",""16469502686100"",""16729461771700"",""17233210644500"",""17629639326200"",""18218328791400"",""18788981153000"",""19539252614400"",""20307791521400"",""20956494782900"",""21880934414100"",""20319145167900"",""21213663023300"","""","
"Maldivas,""MDV"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""20041143400"",""21616106100"",""23431413900"",""25187524100"",""26743018900"",""27771504700"",""26676298100"",""28615234500"",""32549843500"",""34513821000"",""29982483000"",""37811357100"",""40728075000"",""44591268400"",""41367836300"",""44373263000"",""48174602200"",""49387341900"",""52983270800"",""56866746500"",""58507095400"",""62215451000"",""66701129100"",""72119347800"",""77237994000"",""51368830400"",""72812800300"","""","
"Oriente Medio y Norte de África,""MEA"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"México,""MEX"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""2085641631700"",""2189923713300"",""2292070836300"",""2477886427300"",""2772890719300"",""2969765960300"",""3150807030200"",""3335284414900"",""3649577564700"",""3774342754100"",""4019768789100"",""4171011290800"",""4514235772900"",""4869105257800"",""5150385056200"",""5446248155700"",""5686833125500"",""5879653147500"",""6406290289000"",""7027583220700"",""7676457687900"",""8330922276000"",""8287534162800"",""7998595764800"",""8271412999800"",""8452366132600"",""8192121551200"",""8333225873300"",""8440162910700"",""8786674586500"",""9241452512000"",""9630957078900"",""9971999132700"",""10165571177000"",""10667860250000"",""9996720538000"",""10673824281000"",""11404645262000"",""11993572609000"",""12323822137000"",""12932921342000"",""12880621885000"",""12875489668000"",""13061718521000"",""13573815057000"",""13887072520000"",""14511307247000"",""14843825975000"",""15013577681000"",""14219998379000"",""14947794696000"",""15495333601000"",""16059723651000"",""16277187078000"",""16741050002000"",""17292358146000"",""17747239234000"",""18122261317000"",""18520043997000"",""18483180262000"",""17006760025000"",""17809575237000"","""","
"Islas Marshall,""MHL"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""79709217.715"",""83560152.056"",""96518663.465"",""100250099.97"",""93977157.844"",""117041501.17"",""128000979.17"",""137971035.3"",""135637105.11"",""139267088.34"",""139389400"",""149343000"",""158312900"",""167618100"",""181385000"",""162697000"",""152210100"",""150962900"",""149068100"",""151086600"",""161399900"",""167438600"",""164733000"",""166919800"",""169879300"",""170223300"",""175997300"",""162539800"",""168510400"",""177646400"",""177100600"",""174811200"",""181243700"",""179213900"",""182997300"",""186686700"",""193053500"",""201150200"",""222953300"",""218847400"",""221287100"","""","
" Ingreso mediano,""MIC"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Macedonia del Norte,""MKD"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""306727926240"",""287800458600"",""268905786700"",""248820483900"",""244445806300"",""241720901200"",""244585545000"",""248107531200"",""256490428800"",""267619620100"",""279794000000"",""271212000000"",""275263000000"",""281381000000"",""294533000000"",""308447000000"",""324292000000"",""345285000000"",""364179000000"",""362873000000"",""375061000000"",""383837000000"",""382086000000"",""393263000000"",""407535000000"",""423249000000"",""435304000000"",""440013000000"",""452688000000"",""470390000000"",""441645000000"",""459152974500"","""","
