"Country Name,""Country Code"",""Indicator Name"",""Indicator Code"",""1960"",""1961"",""1962"",""1963"",""1964"",""1965"",""1966"",""1967"",""1968"",""1969"",""1970"",""1971"",""1972"",""1973"",""1974"",""1975"",""1976"",""1977"",""1978"",""1979"",""1980"",""1981"",""1982"",""1983"",""1984"",""1985"",""1986"",""1987"",""1988"",""1989"",""1990"",""1991"",""1992"",""1993"",""1994"",""1995"",""1996"",""1997"",""1998"",""1999"",""2000"",""2001"",""2002"",""2003"",""2004"",""2005"",""2006"",""2007"",""2008"",""2009"",""2010"",""2011"",""2012"",""2013"",""2014"",""2015"",""2016"",""2017"",""2018"",""2019"",""2020"",""2021"",""2022"","
"Asia oriental y el Pacífico (excluido altos ingresos),""EAP"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"inicial del dividendo demográfico,""EAR"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Asia oriental y el Pacífico,""EAS"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Europa y Asia central (excluido altos ingresos),""ECA"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Europa y Asia central,""ECS"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Ecuador,""ECU"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""8257345711.8"",""8680486364.1"",""9107492243.6"",""9299329568.3"",""9988153726.4"",""10315274000"",""10280251000"",""10755309000"",""10960675000"",""11472455000"",""12260834000"",""13032360000"",""13686277000"",""15595606000"",""17343641000"",""19246612000"",""20670320000"",""21002046000"",""22200596000"",""23029577000"",""23883671000"",""25224229000"",""25379319000"",""25293824000"",""25957856000"",""26979298000"",""27914072000"",""27841747000"",""29481756000"",""29778277000"",""30874092000"",""32199005000"",""32879792000"",""33528582000"",""34956313000"",""35743721000"",""36362712000"",""37936441000"",""39175646000"",""37318961000"",""37726410000"",""39241363000"",""40848994000"",""41961262000"",""45406710000"",""47809319000"",""49914615000"",""51007777000"",""54250408000"",""54557732000"",""56481055000"",""60925064000"",""64362433000"",""67546128000"",""70105362000"",""70174677000"",""69314066000"",""70955691000"",""71870517000"",""71879217000"",""66281546000"",""69088736000"","""","
"Egipto, República Árabe de,""EGY"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""196712398880"",""206864950320"",""214882242930"",""237483756260"",""264812383500"",""277825376020"",""291845566110"",""294195693760"",""289468579860"",""304751124230"",""321812661750"",""334869715960"",""345102264990"",""357204415310"",""362773012720"",""395201826180"",""447683401370"",""487988536170"",""530095933090"",""554203050860"",""609686141820"",""654489256550"",""719330627250"",""755976255930"",""829651907990"",""877701246290"",""919344006150"",""954580187570"",""1006712871000"",""1056251888600"",""1116109991100"",""1128670744200"",""1179154597300"",""1213359405300"",""1261568263700"",""1320136050200"",""1385994080900"",""1462117792500"",""1543638132900"",""1637081322300"",""1741363465300"",""1802925051500"",""1846018638700"",""1904970408400"",""1982923161700"",""2071594418500"",""2213370988600"",""2370250904600"",""2539872780500"",""2658576269700"",""2795419434200"",""2844746621400"",""2908076364900"",""2971631386700"",""3058281539300"",""3191990191700"",""3330734624400"",""3470000000000"",""3654400000000"",""3857500000000"",""3995200000000"",""4128110000000"","""","
"Zona del Euro,""EMU"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Eritrea,""ERI"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""16275381300"",""18465195200"",""22383770200"",""23023583200"",""25155299600"",""27144752900"",""27625916200"",""27629640200"",""26761520800"",""29104608500"",""29979326900"",""29183221100"",""29606884300"",""30369098600"",""30074756100"",""30503869400"",""27519666700"",""28586467000"",""29213708500"",""31749400000"","""","""","""","""","""","""","""","""","""","""","""","
"España,""ESP"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""170596422627.564"",""190792777290.482"",""209783218283.119"",""229915062463.914"",""242120127110.923"",""257260225276.763"",""275901456352.693"",""287876513256.038"",""306867784806.911"",""334200546133.778"",""348535019000"",""364740063000"",""394465451000"",""425188256000"",""449078673000"",""451513592000"",""466430660000"",""479670641000"",""486688238000"",""486890440000"",""497644526000"",""496985304000"",""503180035000"",""512086904000"",""521226055000"",""533325984000"",""550676794000"",""581223511000"",""610832921000"",""640318011000"",""664530955000"",""681449917000"",""687782054000"",""680687639000"",""696909755000"",""716127000000"",""735180000000"",""762400000000"",""795893000000"",""831633000000"",""875260000000"",""909684000000"",""934527000000"",""962394000000"",""992447000000"",""1028692000000"",""1070896000000"",""1109499000000"",""1119341000000"",""1077219000000"",""1078974000000"",""1070187000000"",""1038521000000"",""1023947000000"",""1038239000000"",""1078092000000"",""1110842000000"",""1143898000000"",""1170030000000"",""1193243000000"",""1058103000000"",""1116506000000"","""","
"Estonia,""EST"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""9241911000"",""9698740000"",""10964427000"",""11440264000"",""11391640000"",""12540787000"",""13293695000"",""14193860000"",""15272631000"",""16311782000"",""17865712000"",""19610403000"",""21096703000"",""20014020000"",""17086158000"",""17503789000"",""18775104000"",""19381202000"",""19663863000"",""20256014000"",""20631362000"",""21282398000"",""22515084000"",""23367100000"",""24240961000"",""24107393000"",""26039230000"","""","
"Etiopía,""ETH"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""242248133440"",""244467159910"",""264599044510"",""257063206960"",""228415175800"",""250483764660"",""285199137190"",""286635613600"",""285600732400"",""293387498660"",""272447025500"",""248819111300"",""281520994000"",""290501414000"",""308301921300"",""346612053800"",""357474552700"",""345112585300"",""362927800200"",""384969194800"",""416926666900"",""423241962300"",""414094181000"",""470297540800"",""525880906400"",""582858667300"",""649631929600"",""719717611200"",""783071136800"",""881350780100"",""979870781100"",""1064608160500"",""1177267871000"",""1298026040000"",""1432922916200"",""1568097451000"",""1718073265000"",""1835179678000"",""1988675679000"",""2109180096000"",""2228080969000"","""","
"Unión Europea,""EUU"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Frágiles y situaciones de conflicto afectados,""FCS"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Finlandia,""FIN"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""45614493246.9609"",""49083325149.1694"",""50546963172.4261"",""52207481275.4626"",""54942467600.138"",""57855988530.0386"",""59228808741.5981"",""60513380252.5682"",""61907178878.6372"",""67846112707.916"",""71112046000"",""72788101000"",""78418614000"",""83895235000"",""86610532000"",""88173764000"",""88477419000"",""88689332000"",""91278801000"",""97779610000"",""103049000000"",""104405000000"",""107650000000"",""111005000000"",""114599000000"",""118666000000"",""121936000000"",""126295000000"",""132884000000"",""139644000000"",""140580000000"",""132305000000"",""127946000000"",""127099000000"",""132136000000"",""137708000000"",""142758000000"",""151800000000"",""160084000000"",""167095000000"",""176742000000"",""181355000000"",""184451000000"",""188147000000"",""195658000000"",""201097000000"",""209196000000"",""220282000000"",""222009000000"",""204083000000"",""210585000000"",""215950000000"",""212932000000"",""211012000000"",""210242000000"",""211385000000"",""217328000000"",""224266000000"",""226822000000"",""229600000000"",""224537000000"",""231213000000"","""","
"Fiji,""FJI"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""1768504022.1"",""1830712601.3"",""1896729967.7"",""2017338701.2"",""2115729973"",""2058599615.6"",""2058599615.6"",""2333460302.1"",""2518182189.6"",""2583564536.7"",""2911747276.6"",""3112337158.2"",""3345304205.5"",""3733789984"",""3830911458.8"",""3851223380"",""3956599138.7"",""4190197220.4"",""4268277416.2"",""4790066637.6"",""4713259981.9"",""5011608893.3"",""4711990547.2"",""4525389925.3"",""4905207009.2"",""4678906516.6"",""5041517465.5"",""4708020077.1"",""4753017208.4"",""5106576688.1"",""5402758274.9"",""5256883600"",""5577553600"",""5696357300"",""5986871500"",""6136543200"",""6431097300"",""6289613200"",""6371378200"",""6932059400"",""6814214500"",""6950498800"",""7172914700"",""7244643800"",""7628609900"",""7682010200"",""7824318200"",""7757760300"",""7837882000"",""7729246000"",""7957619900"",""8172884900"",""8288230000"",""8680613000"",""9167032441.77719"",""9579658850.3318"",""9813943969.33572"",""10339320204.7338"",""10733491378.8992"",""10671028215.3368"",""8856928339.70314"",""8404196935.87931"","""","
"Francia,""FRA"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""469632424100"",""493020644100"",""526760363900"",""559596919100"",""596821863000"",""625836403800"",""658704311900"",""691120132000"",""722160471900"",""773502292600"",""820753071000"",""864390180000"",""903386054000"",""960702111000"",""1002021132000"",""992402884000"",""1035639485000"",""1071517268000"",""1114148051000"",""1153700186000"",""1171914173000"",""1184442168000"",""1214117142000"",""1229182695000"",""1247789099000"",""1268037988000"",""1297675540000"",""1330920694000"",""1394048155000"",""1454603670000"",""1497135337000"",""1512827948000"",""1537023251000"",""1527360503000"",""1563380890000"",""1596316561000"",""1618872413000"",""1656694073000"",""1716147181000"",""1774862991000"",""1844502744000"",""1881092540000"",""1902452938000"",""1918113184000"",""1972391048000"",""2005196250000"",""2054309995000"",""2104121594000"",""2109485967000"",""2048873815000"",""2088815332000"",""2134616799000"",""2141301026000"",""2153641915000"",""2174234674000"",""2198432000000"",""2222515040000"",""2273442194000"",""2315843393000"",""2358523734000"",""2174922414000"",""2323177939000"","""","
"Islas Feroe,""FRO"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Micronesia (Estados Federados de),""FSM"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""166700000"",""168700000"",""173000000"",""179100000"",""185800000"",""199600000"",""207600000"",""224500000"",""223300000"",""238963300"",""231358600"",""217336100"",""223531300"",""226603600"",""237557400"",""242706700"",""244034300"",""247870800"",""240236000"",""245141300"",""244942600"",""240445000"",""234653900"",""237218900"",""242578600"",""250313400"",""245640500"",""236601500"",""231146000"",""241829300"",""244006200"",""250550900"",""251081200"",""254030900"",""249546200"",""241590200"","""","
"Gabón,""GAB"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""630663824500"",""723792962500"",""777709831800"",""825091300000"",""862669700700"",""934558862500"",""976688818700"",""1016881056500"",""1042392577400"",""1126648235800"",""1224433891300"",""1350045269400"",""1503099505800"",""1656151615200"",""2310117779800"",""2753432036300"",""3734351505000"",""3264491994100"",""2479407587300"",""2491170027800"",""2554768033100"",""2684941876700"",""2601775254400"",""2747689072600"",""2954010360800"",""2885094795800"",""2861910239400"",""2371205901600"",""2675795675900"",""2904450711100"",""3055256683600"",""3242009354800"",""3141826543700"",""3265820456500"",""3387072363600"",""3555540186600"",""3684430261300"",""3895856406100"",""4031347808700"",""3671242715100"",""3602114448400"",""3679028000000"",""3669866000000"",""3752340000000"",""3778214000000"",""3879326689000"",""3770450345800"",""3996983075600"",""3864745662500"",""3869782628800"",""4144145856500"",""4438038458800"",""4671083271900"",""4934471597800"",""5147392292600"",""5347054461100"",""5458885015000"",""5484686000000"",""5530643093400"",""5747489034200"",""5641863918600"",""5724364133600"","""","
"Reino Unido,""GBR"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""511553311200"",""525248201800"",""531041214900"",""556926202900"",""587744602000"",""600335129000"",""609779003400"",""626770340700"",""660873437900"",""673589282800"",""719668944000"",""744891307000"",""777083033000"",""827778753000"",""807213384000"",""795317888000"",""818463756000"",""838579553000"",""873835622000"",""906595864000"",""888179568000"",""881182988000"",""898761630000"",""936706055000"",""957960901000"",""997691515000"",""1029122195000"",""1084620062000"",""1146794971000"",""1176354789000"",""1184986357000"",""1171914517000"",""1176614855000"",""1205910576000"",""1252290008000"",""1283993858000"",""1308489984000"",""1365626260000"",""1408743005000"",""1451203512000"",""1510596243000"",""1543186272000"",""1570512479000"",""1619560421000"",""1657538651000"",""1701767379000"",""1738532452000"",""1783099044000"",""1780346932000"",""1700044640000"",""1741356964000"",""1759947881000"",""1785439965000"",""1817932533000"",""1876100968000"",""1920998000000"",""1962591568000"",""2010548876000"",""2044829157000"",""2077634528000"",""1848453604000"",""1987548081000"","""","
"Georgia,""GEO"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""",""15984644074"",""17189187915"",""18263512081"",""19077395328"",""19988941840"",""22398032347"",""22951473420"",""23602577758"",""25132676593"",""27346436489"",""29364862008"",""31155403331"",""33304051349"",""35778251851"",""38415232830"",""40173216175"",""42289309667"",""43135746499"",""44991397503"",""47433045988"",""49777023676"",""45707614660"",""46293605864"",""48865474025"",""45349504512"",""38643117340"",""30489419300"",""16799670200"",""11877366500"",""10642121100"",""10918815900"",""12141723500"",""13418916400"",""13835560700"",""14232538500"",""14494181100"",""15190692200"",""16022205900"",""17794057300"",""18825133300"",""20630383400"",""22573718200"",""25413255700"",""26027893500"",""25077741700"",""26644972100"",""28616700000"",""30439300000"",""31541600000"",""32939500000"",""33935000000"",""34921300000"",""36612400000"",""38385509200"",""40298009800"",""37573687100"",""41505975335.5759"","""","
"Ghana,""GHA"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""20265825441"",""20960877190"",""21822192879"",""22783673067"",""23287039022"",""23605838323"",""22600633183"",""23295684931"",""23381613471"",""24785954086"",""27196009537"",""28614587269"",""27902754943"",""28707633402"",""30674828813"",""26861447892"",""25913189677"",""26502483400"",""28748816826"",""28025800924"",""28157997490"",""27171603987"",""25290337116"",""24136152516"",""26223343069"",""27558535334"",""28991347867"",""30381453681"",""32091373167"",""33723499554"",""34846093438"",""36686603600"",""38109830700"",""39958157700"",""41276776800"",""42974250800"",""44952124000"",""46838475800"",""49040067200"",""51197828600"",""53092148300"",""55215834300"",""57700546600"",""60700975100"",""64100229700"",""67882145700"",""72226543700"",""75366100900"",""82261947600"",""86247117000"",""93060390800"",""106132698900"",""115995387100"",""124477578800"",""128032957400"",""130748228300"",""135158975000"",""146145906000"",""155207065700"",""165307592000"",""166157176563.124"",""175057349000"","""","
"Gibraltar,""GIB"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Guinea,""GIN"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""16542529756000"",""17088423121000"",""18166380794000"",""18893667491000"",""19710641530000"",""20225763969900"",""20887338050500"",""21940925572700"",""22812002062700"",""23863104568600"",""24927774896600"",""26219433342800"",""27174901282900"",""28210809616200"",""28916943265800"",""29974825239200"",""31522907900800"",""31916503326100"",""32663386946000"",""33642397680600"",""34042608355700"",""36363453346300"",""37866360749000"",""37441257061000"",""39243439615400"",""41445825310700"",""43897464521200"",""45629521110000"",""47316240594700"",""49126517644700"",""54442314973700"",""60049876324700"",""63868142863200"",""67455561820700"",""70774555145300"",""73534762795900"","""","
"Gambia,""GMB"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""",""9334413938.3"",""9334413938.3"",""10228290809"",""10477403172"",""11122166488"",""11114839534"",""11141704633"",""12172348996"",""12887936271"",""14485193514"",""15550032787"",""16084887992"",""17100881306"",""16873750280"",""17931747855"",""18527421513"",""18385764065"",""20386728645"",""21107451958"",""20936003585"",""21792510302"",""22327370986"",""23326928741"",""24702219581"",""25581341777"",""26376164100"",""27267332600"",""28088652300"",""28132006000"",""28380087600"",""29011131800"",""30432677000"",""31497820300"",""33513680500"",""35356933000"",""37407635200"",""36191887000"",""38678269500"",""41405087500"",""40431351900"",""40206723000"",""41430313900"",""44022155200"",""46956550700"",""49730901400"",""45687558200"",""48082303200"",""49463596600"",""48767454600"",""50746473900"",""51732660400"",""54227525500"",""58150827500"",""61769002900"",""62134358700"",""64784694900"","""","
"Guinea-Bissau,""GNB"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""",""149150566000"",""143317335900"",""152453616700"",""154145688400"",""161173561900"",""173818569600"",""182411212900"",""169332201300"",""191558819500"",""195378778900"",""164210683200"",""194043705300"",""202193700300"",""195322577200"",""213114946300"",""221994365400"",""220232068400"",""226618798400"",""237043263100"",""251502902200"",""266844579200"",""280453652800"",""283538642900"",""289492954400"",""298756729000"",""311902025100"",""348082660000"",""370708032900"",""266539150800"",""269272609500"",""283886000000"",""290100000000"",""287242000000"",""288875000000"",""296852000000"",""309516000000"",""316663832500"",""326996432300"",""337471983100"",""348841329700"",""364926301900"",""394429789600"",""387674457600"",""400296766800"",""404157872300"",""428949251400"",""455813509300"",""482793916000"",""488991718700"",""510996346000"",""498732433700"",""517684278282.672"","""","
"Guinea Ecuatorial,""GNQ"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""66853659323"",""70710728051"",""72267549142"",""75884097118"",""76651574967"",""86543597822"",""84526650501"",""88276875985"",""90620858489"",""89506966761"",""87932929390"",""87034044800"",""117274302200"",""130213425800"",""151918487600"",""178483355000"",""297317567800"",""743213535200"",""919908705800"",""1155994218100"",""1366544461300"",""2232658638500"",""2667197283900"",""3039411341300"",""4194348954900"",""4896847903700"",""5274146000000"",""6080147000000"",""7162359000000"",""7258575000000"",""6610807000000"",""7042091000000"",""7627491000000"",""7312231656300"",""7342582265800"",""6673670000000"",""6085291408100"",""5740407000000"",""5382403987800"",""5087350000000"",""4871571000000"",""4825516000000"","""","
"Grecia,""GRC"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""37777634000"",""42765732800"",""42921746700"",""48005770800"",""52522958600"",""58178636300"",""61957049200"",""65469695100"",""70185947900"",""78302017400"",""85008779000"",""91674468000"",""100988733000"",""109161124000"",""102133068000"",""108635685000"",""116079291000"",""119493185000"",""128152693000"",""132358767000"",""133255009000"",""131184598000"",""129698739000"",""128299779000"",""130879349000"",""134163841000"",""134858353000"",""131812087000"",""137464007000"",""142687640000"",""142687640000"",""147110956000"",""148140733000"",""145770481000"",""148685891000"",""151807878000"",""156152815000"",""163155018000"",""169509751000"",""174718102000"",""181566651000"",""189068281000"",""196485187000"",""207870583000"",""218390897000"",""219699369000"",""232117730000"",""239716677000"",""238913213000"",""228638192000"",""216112894000"",""194178916000"",""180418045000"",""175878732000"",""176715380000"",""176368863000"",""175509641000"",""177426468000"",""180386702000"",""183785804000"",""167237650000"",""181343185000"","""","
"Granada,""GRD"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""646998949.24"",""681557764.87"",""719739200.16"",""715890149.73"",""726873246.91"",""756851401.46"",""784344595.32"",""812333659.57"",""860908841.74"",""922844981.09"",""1006800111.5"",""1036669773.7"",""1075728699.9"",""1118893517.7"",""1134396300"",""1124740900"",""1102709300"",""1121384300"",""1145263900"",""1196093400"",""1256083400"",""1403717200"",""1500550700"",""1573896900"",""1542042800"",""1595047800"",""1746002700"",""1734698200"",""1965000000"",""1886491800"",""2002010200"",""2020980100"",""1887327000"",""1877677800"",""1892041600"",""1870185800"",""1914161700"",""2054690000"",""2187110000"",""2268920000"",""2369640000"",""2472990000"",""2489690000"",""2147210000"",""2247870000"","""","
"Groenlandia,""GRL"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""",""4085685613"",""4619310937.6"",""4904658410.9"",""5238469903.3"",""5537390301.4"",""5573175140.3"",""5905292267.4"",""6426275769.5"",""6812926609.3"",""7144075547"",""7763895989.2"",""7815547602.5"",""7470126905.7"",""7728385378.2"",""7328084732.3"",""7596027941.5"",""8135142560.4"",""8583866619.1"",""9064873088.4"",""9668552393.1"",""8535443206.3"",""8525758500"",""8089947300"",""7683190200"",""8138370800"",""8441824400"",""8570953700"",""8696854700"",""9371555100"",""9500684300"",""10175384600"",""10304513800"",""10204438700"",""10656500000"",""11392500000"",""11960700000"",""12625200000"",""12922200000"",""13719000000"",""13837800000"",""14078000000"",""14008100000"",""14203400000"",""14019000000"",""14683800000"",""14312400000"",""14982500000"",""14990400000"",""15083800000"",""15426400000"",""15481400000"","""","""","
"Guatemala,""GTM"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""55747903919"",""58144237798"",""60200509502"",""65944266560"",""68999459439"",""72009056688"",""75978270775"",""79102630700"",""86036795036"",""90112279737"",""95255783772"",""100574632930"",""107949822680"",""115271880320"",""122620497160"",""125011585600"",""134246523490"",""144730130770"",""151961846480"",""159124501390"",""165107547890"",""166175560280"",""160309415090"",""156186110340"",""156961883240"",""156005453340"",""156228618510"",""161765334670"",""168061867630"",""174687857210"",""180107658340"",""186696444500"",""195729451100"",""203416004900"",""211621280700"",""222093460300"",""228662496000"",""238641533000"",""250558164300"",""260197292700"",""269587471400"",""275875801000"",""286467465000"",""293802114000"",""303021380000"",""312948442000"",""329695558000"",""350590735000"",""362137525000"",""363864552000"",""374359044000"",""389947006000"",""401546793000"",""416383221000"",""434887198000"",""452683525000"",""464805496000"",""479120815000"",""495443854600"",""515273078600"",""506183234200"",""546580551400"","""","
"Guam,""GUM"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""4549000000"",""4589000000"",""4887000000"",""5065000000"",""4880000000"",""4915000000"",""5015000000"",""5037000000"",""5151000000"",""5155000000"",""5265000000"",""5354000000"",""5450000000"",""5495000000"",""5505000000"",""5554000000"",""5510000000"",""5653000000"",""5009000000"",""5062000000"","""","
"Guyana,""GUY"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""320339509120"",""335361908280"",""339067408560"",""297434483580"",""331223880810"",""366138252230"",""385299269800"",""401919623210"",""406038606250"",""434438516350"",""452925860140"",""467024766600"",""451530421660"",""457150708200"",""492364295580"",""534131664700"",""542340805180"",""528030168660"",""518492947040"",""508974991400"",""517800056490"",""525547204470"",""456226821400"",""425238131510"",""403854020580"",""413545174090"",""409820777000"",""413506691110"",""398233684600"",""378653861780"",""367038712640"",""389273426700"",""419472814500"",""453765159600"",""492482323200"",""517261308100"",""558412122200"",""592925708200"",""582969866000"",""600226659000"",""592040744400"",""605536441400"",""612394910400"",""608523194300"",""618036554500"",""605978923400"",""637063274900"",""682876000000"",""694862000000"",""719957000000"",""749752000000"",""788711000000"",""830326000000"",""860662000000"",""875173000000"",""881190000000"",""914745000000"",""948905000000"",""991046000000"",""1044093000000"",""1498060000000"",""1798571000000"","""","
"Ingreso alto,""HIC"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Hong Kong, Región Administrativa Especial,""HKG"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""",""108148000000"",""123604000000"",""143089000000"",""155435000000"",""178194000000"",""181392000000"",""184301000000"",""190562000000"",""212178000000"",""231713000000"",""248612000000"",""274995000000"",""308764000000"",""316221000000"",""317777000000"",""369143000000"",""412428000000"",""446498000000"",""498098000000"",""548447000000"",""599238000000"",""616914000000"",""653787000000"",""718994000000"",""724438000000"",""804533000000"",""912328000000"",""989982000000"",""1012524000000"",""1051309000000"",""1111255000000"",""1180541000000"",""1253748000000"",""1329425000000"",""1360983000000"",""1418941000000"",""1491303000000"",""1403574000000"",""1438758000000"",""1549017000000"",""1557704000000"",""1583510000000"",""1631907000000"",""1773884000000"",""1904942000000"",""2038909000000"",""2170721000000"",""2216913000000"",""2162398000000"",""2308742000000"",""2419901000000"",""2461047000000"",""2537377000000"",""2607470000000"",""2669732000000"",""2727810000000"",""2831361000000"",""2911968000000"",""2863098000000"",""2675708000000"",""2845431000000"","""","
