"Data Source","Indicadores del desarrollo mundial","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Last Updated Date","5/10/2023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Asia oriental y el Pacífico","EAS","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","953437286","968575246","984034529","997330097","1014249729","1030211821","1047146153","1063965133","1080387072","1095776344","1111647121","1124315774","1135617364","1147307260","1159772177","1171118151","1181590417","1193455891","1199633973","1203710766","1207989370","1220053694","1226659553","1230654303","1237875355","1243505068","1247395562","1249389363","1255239348","1260694471","1233057109","1240213215","1249190172"
"Europa y Asia central (excluido altos ingresos)","ECA","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164302830","165552731","165982929","163255628","162915925","162897653","162264020","160993589","161028602","165794140","165577485","165115151","166488945","166416747","166833817","167856309","168431460","170341121","172079023","173277920","174683075","176549998","177237825","178275003","179317157","180492591","181959757","182634827","183159218","182739744","179464484","181881453","90009398"
"Europa y Asia central","ECS","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","387564156","391364574","391392307","388402022","388422045","388373537","388517700","388429408","389912411","396406205","397500483","397397683","399811902","401867282","403697156","407651972","410636639","414460647","418470187","420447887","422320503","424170912","426584040","428473228","430587892","432485494","435664602","437593544","439171781","439838458","433765687","437561458","351390987"
"Ecuador","ECU","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4048253","4175570","4285085","4389776","4510027","4617573","4722823","4891099","5169290","5172094","5171107","5345861","5528235","5717711","6049202","6151040","6391164","6431063","6561532","6457726","6467670","6517322","6732540","6857058","7045425","7548658","7951902","8190955","8227052","8387366","7769265","8652009","8878712"
"Egipto, República Árabe de","EGY","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15709740","16171285","16784931","17515926","18400048","18571620","18866025","19171581","19483789","20736023","20772661","20792031","20589710","21665373","22756745","23853891","24954020","26081669","26485023","27281764","28739910","29061496","29544119","30181706","30655760","30540697","30927659","30428646","29899860","29708924","29815652","30223373","31166284"
"Zona del Euro","EMU","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139023842","141449070","141059952","141321987","142039580","142220016","143263188","144191857","145580138","147062986","148075883","148558016","150511034","152704298","153877576","156195486","157916649","159475953","161094507","161453203","161571473","161274254","162358668","162769405","163108937","163432866","164727728","165401462","166079074","166826541","164312419","166065811","168586326"
"Eritrea","ERI","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","949353","900469","847014","877096","905650","974710","1031954","1028976","1030824","1036312","1046588","1075435","1115837","1170621","1225484","1249487","1267417","1284303","1329182","1371280","1404850","1439887","1467698","1496989","1504011","1516763","1525017","1545249","1573806","1609065","1632150","1678708","1738165"
"España","ESP","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15478563","15616294","15839409","16072158","16414513","16540582","16812772","17144954","17408242","17726769","18242081","18127540","18960316","19731180","20419303","21197697","21880145","22508326","23150283","23364217","23482007","23558862","23569775","23332032","23091303","23036096","22977372","22897891","22930164","23139046","22838137","23384137","23596397"
"Estonia","EST","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","828685","811639","775087","741363","727911","704564","690971","690544","674519","669230","677885","666973","654956","675620","677677","673381","692994","690862","696060","688933","682870","687615","683905","680462","675361","682934","691074","697561","702032","700314","700236","702973","722717"
"Etiopía","ETH","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19987748","20763894","21552849","22231492","22930905","23780949","24648333","25506778","26365808","27260674","28200766","29203262","30286922","31429893","32612712","33834090","34936337","36102315","37315620","38592273","39960419","41421329","42951638","44510242","46088892","47702127","49378714","51103465","52819443","54535675","55819516","58059357","60026672"
"Unión Europea","EUU","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191942179","194591224","194255244","194107651","194425460","194286486","194755047","195648324","196875892","198432564","199378007","199680845","200246283","202025320","203201956","205560665","207455029","209093243","210836011","211320998","211662118","211220282","212558179","213075412","213766443","214073147","215305164","216450258","217132627","217958466","215140769","216567629","221886125"
"Frágiles y situaciones de conflicto afectados","FCS","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180791054","185053334","189440378","193987912","199160972","204662761","209241687","213682104","218539905","223706131","228806428","233875638","239302037","244936038","250763429","256694494","262437604","268140378","273762235","279657114","285791516","292384230","296246257","300638925","307968138","315878551","323585934","331074365","339637702","347285893","350092355","326590644","317778292"
"Finlandia","FIN","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2605354","2568279","2530714","2511334","2491507","2469675","2460770","2509299","2525303","2566923","2583129","2606649","2618114","2620447","2612340","2632616","2660139","2687154","2715926","2688826","2678175","2693382","2700773","2686349","2690277","2699822","2694829","2716261","2749812","2758855","2751071","2774226","2816638"
"Fiji","FJI","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","284005","286804","287849","290060","291979","294492","297960","302943","308693","314452","319906","324952","329671","334199","338590","335118","346566","357794","368200","377788","387052","396150","389837","382931","375549","372681","369664","370220","370965","372229","367253","370522","376303"
"Francia","FRA","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25915651","25965659","26197039","26351924","26472563","26614451","26937253","26942696","27090955","27398160","27582517","27705599","28039182","28620674","28778198","29016873","29193291","29457032","29670797","29922456","30022647","30031230","30288026","30432523","30411865","30494746","30508008","30547530","30691326","30652293","30379167","31264402","31622633"
"Islas Feroe","FRO","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Micronesia (Estados Federados de)","FSM","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gabón","GAB","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","284337","291990","299941","308208","316761","325621","334954","344612","354612","364986","375808","387112","398989","411511","424768","438907","453495","469143","485789","503378","521999","541221","561279","581923","602234","621349","640490","658145","675085","691827","674538","698691","725373"
"Reino Unido","GBR","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29212288","29083861","28980864","28773930","28764405","28774443","28921109","29090800","29150168","29238964","29511805","29521902","29839231","30095093","30341589","30813208","31317980","31527354","31927772","32084960","32236187","32478068","32778349","33061439","33331376","33614102","33939706","34128763","34415434","34695933","34633193","34465042","34755318"
"Georgia","GEO","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2371540","2404629","2443063","2485668","2475804","2371256","2256057","2160526","2103909","2090746","2003965","2052705","2011314","2046867","2011427","1992449","1938834","1974742","1982038","2001608","2015786","2022484","2047551","2027705","2039516","2065655","2046196","1971577","1895181","1856196","1866753","1867509","1853539"
"Ghana","GHA","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6378334","6558143","6728212","6915425","7108592","7309646","7518901","7743786","7986401","8228398","8469005","8727477","9000790","9271299","9537156","9799107","10059045","10319874","10577661","10827195","11061367","11285674","11512114","11743140","11979984","12224092","12541819","12868929","13192289","13516316","13734537","14140200","14530533"
"Gibraltar","GIB","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guinea","GIN","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2292615","2386500","2462037","2535696","2609449","2680002","2756879","2800836","2839450","2898071","2944411","2965192","3001647","3044383","3082810","3113788","3149846","3199079","3254659","3311120","3368027","3426953","3486597","3545237","3605101","3668093","3732312","3795285","3858186","3923389","4004061","4113877","4242742"
"Gambia","GMB","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","323912","338182","352377","365370","376809","388045","399749","411959","424672","437973","451850","466278","481236","496098","510946","526559","543168","560776","579227","598365","618021","638416","659823","685019","711111","737921","765643","794311","824123","850208","869941","907836","947408"
"Guinea-Bissau","GNB","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","296155","303299","313408","324862","335946","345629","354821","363407","371641","379959","388957","398513","408316","418278","428397","438550","449185","460399","472249","484764","498014","512256","527145","542604","558485","574824","591864","609440","627598","646165","659378","680465","705133"
"Guinea Ecuatorial","GNQ","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156528","161560","166853","172406","178225","184401","190943","197880","205297","213444","223164","234637","247294","261130","276030","291795","307913","324417","341311","358504","375847","393162","410173","427253","444352","461249","478114","494535","511120","528292","527811","545179","566927"
"Grecia","GRC","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4160821","4121437","4241652","4296411","4400880","4485913","4591286","4618595","4765338","4832125","4860889","4819343","4881094","4935423","5019191","5019255","5043207","5031298","5032007","5073731","5075825","4983604","4927758","4867433","4812543","4788983","4774947","4753621","4727112","4735273","4643796","4605900","4710295"
"Granada","GRD","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Groenlandia","GRL","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guatemala","GTM","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3072161","3166989","3266357","3365505","3464549","3566441","3666113","3772490","3885815","4000434","4118195","4234323","4358791","4484110","4617954","4720723","4825217","4931026","5037761","5145327","5253574","5486770","5980602","5682211","5883588","6022488","6184488","6364813","6472399","6481136","6403877","6642741","6878256"
"Guam","GUM","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70480","71111","71686","72249","72813","73383","73927","74448","74965","75471","75788","73941","70851","70968","71107","70975","73394","68162","70977","73744","73809","75657","76039","76377","76670","76900","77068","77194","77282","77360","77087","78201","78896"
"Guyana","GUY","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","277460","278657","281276","284024","283581","282857","281853","280625","279273","277877","276466","275127","273949","274062","274765","275586","276658","277906","279037","279981","280727","281215","282787","285029","286708","288326","289827","291179","301413","284892","281272","286857","289264"
"Ingreso alto","HIC","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","491048384","497408560","501619631","504579184","509469543","513340887","518462274","524435756","528269702","533235161","538450633","541382525","544811539","549011816","553452616","560390793","567724729","574255551","581251709","584274629","587062767","589301104","594238162","598030859","602447141","606567201","612801046","617765345","623363118","629419641","623915626","626684648","637581819"
"Hong Kong, Región Administrativa Especial","HKG","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2838750","2897542","2880621","2951648","3035894","3088667","3235494","3274618","3328056","3341325","3353910","3439630","3493929","3479071","3525372","3550951","3614884","3662908","3680131","3698404","3672023","3742584","3818310","3880979","3899441","3940825","3956680","3978306","4008835","3992610","3910149","3866026","3848967"
"Honduras","HND","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1791667","1843685","1910415","1980723","2045671","2121834","2194674","2273982","2352439","2425908","2451680","2513802","2576593","2639855","2703743","2768649","2775987","2823834","2946258","3103859","3260247","3243536","3268694","3613486","3810624","3919626","3983810","4161688","4431793","4399023","4206572","4428040","4610868"
"Países pobres muy endeudados (PPME)","HPC","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137594770","141363082","145547671","149870883","154376009","159167905","163708104","168112705","172822417","177828342","182791223","188070684","193936008","200050030","206257850","212605917","218790495","224467416","230391173","236613785","242836773","249244714","255418335","262712898","270340189","278287098","287368235","296336119","305913456","315530615","320790141","323461136","335437236"
"Croacia","HRV","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2169515","2154766","2090043","2091528","2105851","2079374","2035625","2009275","1991953","1967715","1932906","1845629","1833312","1808041","1844858","1796375","1785298","1924507","1933843","1934048","1912849","1883510","1865281","1844972","1896011","1896675","1835203","1824724","1794304","1781597","1772376","1733479","1737570"
"Haití","HTI","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2675080","2713021","2753408","2796148","2841077","2888417","2932994","2979716","3027932","3077729","3129439","3217342","3308244","3402415","3498794","3597996","3707666","3817640","3928341","4039702","4132947","4215545","4302590","4396857","4492198","4583225","4673964","4764708","4852965","4930691","4969248","5059273","5160154"
"Hungría","HUN","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4467050","4483568","4501702","4346342","4221894","4150987","4065883","4011908","4078351","4159391","4187699","4152274","4157742","4227774","4203079","4272899","4323154","4306927","4275905","4265167","4298779","4310224","4358321","4393129","4508047","4587119","4651601","4688293","4720978","4748584","4724407","4920977","5245130"
"Sólo BIRF","IBD","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1522912060","1549939398","1577170933","1600053124","1628571945","1659860188","1689396787","1723752769","1758657041","1797899896","1831194172","1854826904","1877662241","1902099267","1928568057","1953961760","1980450399","2007946747","2028939032","2050583775","2068343900","2089281431","2107750779","2117942921","2129661241","2142449546","2152126415","2159047371","2166957231","2202541512","2146346086","2207729974","2152880362"
"BIRF y la AIF","IBT","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1828679078","1864101504","1899690326","1931127200","1969146167","2009372400","2049389443","2094186290","2139826267","2189814640","2233946355","2268641513","2302746261","2338539058","2376577645","2413193053","2450565444","2488965238","2520825745","2554156080","2584450162","2617605907","2645820542","2666405255","2690354934","2718636653","2742756049","2767008006","2791045142","2844569512","2797856122","2848780753","2815112576"
"total de la AIF","IDA","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","305767018","314162106","322519393","331074076","340574222","349512213","359992656","370433520","381169226","391914745","402752183","413814609","425084021","436439791","448009588","459231294","470115045","481018491","491886713","503572305","516106262","528324476","538069763","548462334","560693693","576187107","590629634","607960634","624087911","642028000","651510035","641050779","662232215"
"mezcla de la AIF","IDB","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91778934","94747888","97388182","99618383","102478663","104913819","108806472","112814339","116125292","119825467","123884274","127856412","131492073","135098762","138820855","142081095","145434073","149254632","152992313","157370972","162039196","166094610","168034776","169664454","173363370","179146365","183238736","187597119","192241574","198385416","201412365","209477740","216001636"
"Indonesia","IDN","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77668469","79193234","81684205","82891261","86489458","88673402","90864369","92278622","95250146","97791870","100650982","101677754","101821401","103208209","105014968","104711524","106146819","111277707","113275269","114480686","117183517","119580336","122341620","122963171","124478015","126141821","127339757","129760147","133327293","136201932","136106881","134381715","137260837"
"Sólo AIF","IDX","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","213988084","219414218","225131211","231455692","238095559","244598394","251186184","257619182","265043934","272089278","278867909","285958197","293591948","301341029","309188733","317150199","324680973","331763859","338894400","346201333","354067066","362229866","370034987","378797880","387330322","397040742","407390898","420363515","431846337","443642584","450097671","431573039","446230579"
"Isla de Man","IMN","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"India","IND","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","292728665","299747014","306936389","314332865","322025243","333111281","344557635","356350640","368471401","380920030","393669897","399564197","405389781","411069163","416629768","421959547","431250073","440568412","449860965","459168942","468646281","472419461","476025371","476574166","476778623","476681505","476439285","475894660","474730667","501044031","496925540","507704858","523839158"
"No clasificado","INX","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Irlanda","IRL","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1441683","1467162","1452527","1487445","1523531","1549472","1597376","1645092","1729483","1803374","1862430","1898123","1941828","1984446","2033886","2151141","2241382","2336096","2355177","2303515","2252263","2231095","2225018","2247873","2258498","2285833","2330010","2354153","2397838","2446760","2432234","2551561","2670822"
"Irán, República Islámica del","IRN","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14658483","15277280","15536859","15456580","15410031","15680499","16004639","16738211","17569208","18444413","19362019","20310914","21067246","21807454","22728486","23637285","23912566","24076472","23395023","24401195","24374967","23747702","24358270","24633773","24780719","25883066","27040336","28100798","28610021","28702961","27169143","28071271","28819421"
"Iraq","IRQ","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4147362","4201883","4322873","4551824","4789570","4961875","5138113","5298924","5475444","5664232","5864591","6063313","6271603","6477441","6679058","6897082","6967997","6932361","7077686","7347180","7588942","7854695","8207067","8827667","9385898","9709072","10025430","10020634","10390616","10698395","10663335","10683686","11183808"
"Islandia","ISL","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142823","144699","147743","147715","149400","155613","154551","154357","159420","164408","169444","171255","170967","173624","173541","175622","183451","189725","192115","188716","188369","187550","189063","192997","198891","203751","209633","213259","217130","220983","218866","222391","230214"
"Israel","ISR","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900701","2035534","2133756","2252545","2353183","2442219","2486878","2540159","2582174","2670725","2775397","2847056","2873038","2943707","3023076","3101315","3180735","3266238","3324067","3403706","3482638","3531041","3623923","3694723","3795478","3859942","3933469","3998508","4073299","4125006","4086174","4231237","4349388"
"Italia","ITA","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23540981","24210879","23418471","23260673","23079356","22924712","23037248","23099350","23268798","23420632","23493362","23598179","23868583","24218787","24606509","24448131","24509227","24473855","24816663","24612153","24546580","24567360","25127011","25287655","25689865","25654398","25932536","26103399","26164164","25907430","25126337","25077277","25508586"
"Jamaica","JAM","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1084723","1094046","1102473","1109934","1117568","1125457","1133680","1141991","1150083","1154054","1160867","1167306","1177195","1187098","1202741","1215547","1227830","1240435","1253197","1228184","1213350","1239320","1256812","1299092","1331653","1409375","1408534","1436161","1443443","1487233","1453541","1516188","1572790"
"Jordania","JOR","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","731659","794853","850862","917992","981184","1033874","1075614","1106997","1134843","1161901","1188660","1200773","1220552","1222762","1276711","1334683","1414284","1600354","1637732","1710771","1734495","1768822","1759866","1842302","2038462","2321528","2533543","2698786","2707735","2791809","2922682","2973993","3041209"
"Japón","JPN","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64191084","65411460","66263736","66635449","66928603","67146852","67637962","68212473","68159607","68037464","67817652","67626063","67075751","66836856","66578272","66666567","66782268","66892223","66726949","66456031","66231664","65813075","65518909","65768575","65973877","66061546","66669411","67225084","68386819","69045531","68953988","68858892","68843092"
"Kazajstán","KAZ","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7810055","7911932","7941312","7968550","7924669","7813445","7733857","7670559","7618602","7597282","7596246","7610812","7659421","7751505","7852764","7926592","8071657","8262978","8502563","8642962","8725678","8798238","8857279","8913429","8968071","9019041","9066824","9113763","9164074","9226063","9183306","9293787","9429884"
"Kenya","KEN","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8597324","8920637","9238191","9560700","9892867","10229142","10565712","10913310","11272302","11659977","12114213","12601491","13103364","13606235","14125163","14646884","15171370","15697007","16235546","16792371","17354366","17926485","18509902","19107609","19718332","20338656","20989035","21588086","22178699","22775099","23230574","24116304","24985164"
"Kirguistán","KGZ","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1654026","1697257","1747057","1778195","1829932","1868861","1888987","1907781","1952828","1996836","2031653","2062926","2110388","2146654","2185852","2265641","2342075","2369748","2391803","2386070","2427936","2473004","2477827","2444726","2474044","2509481","2509364","2482868","2464123","2559835","2560164","2595338","2650735"
"Camboya","KHM","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3922450","4016505","4177923","4395150","4690509","4797344","4939524","5060989","5271512","5489200","5628400","5767446","5906250","6043081","6174653","6299980","6420997","6537059","6640929","6724526","6789462","6837902","6865596","7112623","7368200","7620595","7874603","8131979","8386085","8636531","8690980","8888364","9020278"
"Kiribati","KIR","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Saint Kitts y Nevis","KNA","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Corea, República de","KOR","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19059952","19597696","20042803","20378898","20965034","21459939","21896543","22397570","22007668","22254063","22867804","23226360","23664352","23675016","24194814","24332457","24612208","24884098","25067295","25091241","25419751","25870939","26269374","26634430","27387622","27788180","28041851","28349693","28513895","28808833","28597159","28758924","29238031"
"Kuwait","KWT","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","665871","538637","654682","691139","725357","752419","780145","808216","838861","872589","909796","950644","994810","1041698","1090323","1147001","1215844","1292050","1373722","1461758","1556530","1690072","1859490","2029027","2112205","2228983","2324359","2370772","2494812","2567847","2411352","2359211","2419833"
"América Latina y el Caribe (excluido altos ingresos)","LAC","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155307539","159354058","163769523","168556384","173151343","177728851","180214650","186834686","191583530","195913921","199803154","204392687","209194494","214128142","219717738","225253587","229973291","233290481","236882278","241980523","244169997","246935890","253226517","256612430","260002153","264526849","268056627","273197417","278545806","284016460","267371440","282231739","288664250"
"República Democrática Popular Lao","LAO","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1592895","1636325","1677746","1718228","1755007","1792889","1830839","1868412","1910119","1947614","1988173","2029988","2072939","2117142","2162269","2212733","2267675","2324756","2380128","2433807","2483798","2533280","2581855","2630471","2680173","2729994","2779720","2829303","2879155","2930353","2960297","3020830","3073466"
"Líbano","LBN","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1009534","1036212","1055875","1081245","1108224","1137458","1158170","1190972","1220705","1257862","1293956","1325524","1356622","1390033","1423158","1451911","1482793","1517001","1570250","1618641","1660064","1702170","1772391","1970051","2204614","2262668","2213003","2160129","2104271","2045681","1822235","1859385","1866554"
"Liberia","LBR","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","960812","845752","898513","937015","937364","948960","978874","1060337","1175828","1243303","1288502","1326530","1360243","1368627","1381867","1441782","1521037","1594636","1659334","1711986","1761185","1843856","1918752","1956429","1995184","2037700","2082707","2126460","2173066","2223648","2262189","2336292","2415635"
"Libia","LBY","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1161354","1205228","1251161","1298725","1346991","1394490","1440121","1483959","1527025","1570898","1621135","1677834","1736507","1796446","1856980","1917382","1972847","2024974","2078047","2129542","2178542","2038220","1894791","1939322","1982523","2018648","2056168","2099015","2146212","2192471","2159483","2252161","2318929"
"Santa Lucía","LCA","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53705","54991","56682","58560","60355","62055","63673","65236","66763","68244","69661","71103","72851","74606","76323","78028","79727","81421","83110","84795","86680","88652","92651","94186","95713","97227","98682","100030","101390","100650","97026","100578","102432"
"América Latina y el Caribe","LCN","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172194512","176809564","181773077","187067442","192135276","197266168","200277825","207385786","212566234","217243891","221481012","226459747","231536287","236886775","243125715","249248530","254681816","258413416","262556511","267966121","270468541","273714628","280276771","283949465","287664562","292388524","296085350","301202927","306167121","310686254","292411377","307840938","315092223"
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191391052","196470931","201861779","207524042","213502378","219661688","225497589","231268756","237518206","244090269","250498212","257121298","264261297","271525041","278863593","286318692","293290080","299785115","306382176","313312815","320645096","328440939","336203248","344734050","353392935","362856440","372765783","385080087","396096166","407047979","413433992","393541498","407188294"
"Países de ingreso bajo","LIC","Población activa, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116559589","119576016","122962375","126215188","129557933","133343044","136966132","140434739","144053702","147922027","151853144","155984024","160619900","165454721","170359887","175359364","180124133","184792854","189602035","194782457","200033714","205540646","211032837","216998107","223050110","229496726","236548284","243171644","250247054","258050258","262840670","262897122","272093144"
